Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
56e6fce5-d9cb-36ab-9e6c-9e41ade4e7b8,4e3ad905-abfd-3dc3-bb3c-2af48d161f60,Claudette391 Eichmann909,F,GENERAL PRACTICE,4725 MARKET ST,SAN DIEGO,CA,921024715,32.711221334210215,-117.0930484765381,35,0
04c05489-3fb7-36d4-8559-4a79fabb260f,a0c63140-c437-3c5e-93dd-cbdfaf7eb93d,Antonio44 Acosta403,M,GENERAL PRACTICE,2540 EAST ST,CONCORD,CA,945202267,37.9835342,-122.03326853469336,9,0
9a10019e-eab4-35a0-bb9a-8469e7571518,e9a15cd3-b9e1-3806-a84d-d85381d0e85a,Lucia634 Serrato62,F,GENERAL PRACTICE,636 ATTERDAG ROAD,SOLVANG,CA,934632604,34.599858061224495,-120.14104428571429,2,0
c2711b06-90e6-3c9e-ac65-6aa045db17dc,0072bb4c-2b6a-38df-80fa-149efbc6f22f,Juan Carlos348 Herrera193,M,GENERAL PRACTICE,3816 WOODRUFF AVE STE 410,LONG BEACH,CA,908082146,33.82809,-118.1152833,28,0
e4e1b7e6-9587-3007-a6c7-f14f9744e9b3,e6b250a5-9204-325f-923f-e3b8e19ce550,Gustavo235 Matías497,M,GENERAL PRACTICE,1100 BUTTE ST,REDDING,CA,960010852,40.585181649999996,-122.38762824209377,44,0
771b1b8c-b0f0-391b-9798-21125ac0e2f7,a57489e4-f665-3dde-8406-9ff3f0a5b508,Danita413 Becker968,F,GENERAL PRACTICE,1555 SOQUEL DRIVE,SANTA CRUZ,CA,950651705,36.99011325,-121.98355367962361,50,0
c9548ca6-2ca5-3307-a901-8c4c9000a1fc,a2acc2d6-25c5-330d-8d81-118480281b9c,Carlena776 Steuber698,F,GENERAL PRACTICE,3630 E IMPERIAL HWY,SOUTH GATE,CA,902806237,33.9305079,-118.174463,254,0
aec2de04-62f9-3189-8ede-10a9be391a40,d82396dd-d4a4-3ccd-9084-a5f92c781de4,Lacy523 Effertz744,M,GENERAL PRACTICE,2211 MOUNT VERNON AVENUE,BAKERSFIELD,CA,933063309,35.38804571428572,-118.96734848979592,4,0
186b2b9b-083f-3b86-a18d-e68fd444a2b0,ac426e5d-57c8-3efd-874b-85b589b383ca,Alphonso102 Schowalter414,M,GENERAL PRACTICE,137 N VIRGIL AVE,LOS ANGELES,CA,900044811,34.0740059185387,-118.28688539318843,42,0
3e2e2eef-3005-3699-867f-21098530a30c,224e0420-578d-3505-9510-79556d34aad4,Haywood675 Champlin946,M,GENERAL PRACTICE,285 HOSPITAL DR,CHOWCHILLA,CA,936102041,37.12262056504379,-120.27329367375111,243,0
b2cea8cc-ca61-3529-a7e6-f8745cf59613,52807894-b118-3e74-84e6-99c2af520b8e,Delfina519 Schinner682,F,GENERAL PRACTICE,11011 CRENSHAW BLVD SUITE 203,INGLEWOOD,CA,903036334,33.93562342842355,-118.32650284412802,5,0
3226acba-eef8-358a-ba5f-f94743436e82,8806462c-4c2a-32ad-b873-5fe577aa8338,Adolfo777 Carter549,M,GENERAL PRACTICE,3000 N GATE ROAD,SEAL BEACH,CA,907402535,33.77321795,-118.07813602083837,7,0
71e87474-1332-319a-8b1a-edbb1ab82b4f,c63030a8-50de-3b32-9559-f24fa51a0005,Nickolas58 Schumm995,M,GENERAL PRACTICE,6501 COYLE AVE,SACRAMENTO,CA,958212122,38.66952005,-121.31317653001221,308,0
5967fc09-6d9d-3151-973d-d7feb2459305,2f641553-26ee-3227-9476-5b25dd7e360b,Veronika907 Price929,F,GENERAL PRACTICE,57675 29 PALMS HWY SUITE 111,YUCCA VALLEY,CA,922843072,34.1236205,-116.4139839,1,0
a6fc3843-0b72-3387-90dd-19c2dd14cb87,d0aa35ea-1e0f-3005-98aa-fb7d243ca286,Elliot577 Daugherty69,M,GENERAL PRACTICE,4815 WATT AVE,NORTH HIGHLANDS,CA,956605108,38.6710975,-121.38795381804641,9,0
44927c0f-4b9d-3b04-befe-cadc4ee91a01,e2006431-4878-3b19-a630-7f41cfc6b9be,Irene779 Wilderman619,F,GENERAL PRACTICE,185 W HIGHWAY 246,BUELLTON,CA,934279459,34.6134727,-120.1936692,25,0
f62775b6-4f21-3d6a-8185-ae60cde334dd,3941a93d-060f-363c-b5b2-171109878a06,Noelle559 Padberg411,F,GENERAL PRACTICE,7150 TAMPA AVENUE,RESEDA,CA,913353700,34.2006552,-118.536528,246,0
a3845cab-4a1a-3028-9e0f-b7709d502c99,968d4a10-ee25-3296-af67-c570795453ae,Hester117 Paucek755,F,GENERAL PRACTICE,2080 MCHENRY AVENUE #200,ESCALON,CA,953209484,37.7966238,-120.9967454,11,0
3fa9000d-b3bd-3f6a-bf4e-e208ab8eb9de,56324544-1c1c-324c-8cc2-c8861c4b1d55,Dee580 Nicolas769,M,GENERAL PRACTICE,21839 SADDLE PEAK ROAD,SHERMAN OAKS,CA,914232717,34.1508718,-118.4489865,41,0
ff4f0737-4995-3a6e-acea-08a576b963bd,7dd2c9c3-4693-3504-80f0-234b7c86997a,Leigh689 Predovic534,F,GENERAL PRACTICE,907 W LANCASTER BLVD,LANCASTER,CA,935342305,34.6981064,-118.1366153,71,0
29504aaa-7384-343f-863b-d7678e7697c7,76620e25-b86c-3677-b20c-d2e728f0a999,Alonso270 Yundt842,M,GENERAL PRACTICE,9352 MADISON AVE,ORANGEVALE,CA,956624981,38.6685437,-121.2096393,17,0
005d5983-3989-3a9b-ab72-2bdf9274a63d,38fcc1cb-6c6e-31c3-9aec-b73a06136c88,Carri827 Flatley871,F,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,123,0
9d000ebd-1993-3ea8-9768-02f8e7c14ba7,c62a7283-c0d5-319f-82e4-9333d9868c6e,Margarita164 Pelayo88,F,GENERAL PRACTICE,400 PLUMAS BLVD  SUITE 115B,YUBA CITY,CA,959915081,39.129852,-121.614639,57,0
b8a25caa-8bd9-3e9d-877c-f442849612d5,6e9a512c-2016-36d1-80fd-f7783bd0f85c,Allen322 Mayer370,M,GENERAL PRACTICE,1000 QUAIL  NO 130,FONTANA,CA,923377584,34.1189092,-117.4923728,23,0
647622be-1efa-3327-a2e8-43fac7e5502e,306a11fe-5d06-3576-ab68-659aed6ff09d,Ka422 Larson43,F,GENERAL PRACTICE,277 SOUTH ST,SANTA MARIA,CA,934548806,34.95125975510204,-120.42860075510204,4,0
7ee94e5b-7f80-3f67-a51c-bab8f30b0529,22bec12d-3cdc-3845-ba10-f486fdc2addf,Marco578 Quitzon246,M,GENERAL PRACTICE,22151 VENTURA BLVD SUITE 203,WOODLAND HILLS,CA,913641666,34.16868228404829,-118.60911136638535,3,0
d9d3eea8-e788-3eba-8cff-3ec44402a3b4,8a171cbd-77fd-3b06-94f4-9233ec3063a3,Noe500 Howe413,M,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,123,0
dce3c148-a924-330e-a53b-ad6ef687ad55,ee0c5ab9-1b30-3800-ab0f-317da40c01b4,Dorotea472 Valdés907,F,GENERAL PRACTICE,875 N BREA BLVD,BREA,CA,928212606,33.9349157,-117.89386520607448,7,0
ba5c4234-0844-3872-ac89-65a6d66916c4,729eeb9d-5661-351c-87df-f71439c70bf2,Renna830 Brown30,F,GENERAL PRACTICE,11775 EDUCATION ST,AUBURN,CA,956022453,38.8945939,-121.0739897,48,0
7fdb21e1-bb88-307b-a719-fcb3793903c7,f1064d5f-5b9b-3d3b-85ed-53f8f424813e,Lynn917 Cassin499,F,GENERAL PRACTICE,2975 SYCAMORE DR,SIMI VALLEY,CA,930651502,34.28907715,-118.74568288307515,72,0
f5ba4e61-e799-31aa-a57c-9abec2956596,c9bca710-63d2-3520-aff3-71f4bb121ec4,Duane703 Borer986,M,GENERAL PRACTICE,3220 S HIGUERA ST STE 101,SAN LUIS OBISPO,CA,934017920,35.257033,-120.66871666666667,5,0
74ab2935-f3f3-37ca-9472-fc542022d0d3,2fdb9404-2926-393a-b4ae-790462c1bb9c,Josefina523 Portillo767,F,GENERAL PRACTICE,1310 W STEWART DR,UPLAND,CA,917864920,34.09751,-117.6483876,83,0
00f75137-34e3-3757-b9ff-1bedf19b412f,2a65aeaa-3efa-3496-8b30-ddbb473359f1,Teresa94 Toro760,F,GENERAL PRACTICE,1711 WEST TEMPLE STREET  SUITE 7607,LOS ANGELES,CA,900265421,34.069422599999996,-118.26360707066908,9,0
cd367c3c-1ee0-38c9-a796-145ab2e9a70c,2077543a-d86b-3cff-886c-ec9e5b991da5,Sunny31 Gleason633,F,GENERAL PRACTICE,1680 EAST 120TH STREET,LOS ANGELES,CA,900593026,33.92289615,-118.24269392395072,811,0
60a49ebf-fe6c-3791-bd1d-68da7adff73e,5ce07dfc-9413-38ed-b564-4fb35739698d,Brandon214 Deckow585,M,GENERAL PRACTICE,124 S COLLEGE DRIVE,SANTA MARIA,CA,934545325,34.9385168,-120.4248686,22,0
2a94f164-8352-3c8f-921e-d1030f1923f6,786fe13e-9818-30ff-8a40-5a461f195f8d,Keshia89 Balistreri607,F,GENERAL PRACTICE,5220 SANTA MONICA BLVD,LOS ANGELES,CA,900291234,34.090720499999996,-118.30384875,33,0
6a0be073-d3e4-3b0b-9652-20d49d1298fd,1bff23b3-60ff-3835-8c72-fa33f37c67d9,Jermaine675 Lind531,M,GENERAL PRACTICE,840 TOWNSITE DR,SAN DIEGO,CA,921271719,33.20943680999378,-117.2347251561209,1,0
f4faba0a-f40a-332e-8d74-3e8a78d381a3,5886a9ff-38ee-37f9-9678-764e821f4d90,Shaniqua618 Flatley871,F,GENERAL PRACTICE,2321 W WHITTIER BLVD,MONTEBELLO,CA,906403006,34.013696127608405,-118.12609789641164,11,0
be97517b-faa6-3bbc-a059-6e775dd8e670,23beada2-17e0-3dfc-9776-0939cd75234e,Quinn173 Zulauf375,M,GENERAL PRACTICE,1701 N PALM CANYON DR STE 7A,PALM SPRINGS,CA,922622958,33.845018,-116.546854,1,0
d1b36885-3c79-3cf0-915d-817e38cdca31,dab5e3e2-ec40-3713-97b5-6d23635e9372,Leandro563 Bahringer146,M,GENERAL PRACTICE,123 ATLANTIC AVE,LOS ALAMITOS,CA,907203562,33.8038865,-118.0772433,20,0
722b2142-bef6-312f-beff-854dda1f57ce,dbc6bd3c-8abb-3ebb-8cf0-c8ec2122cd88,Noelia656 Rolfson709,F,GENERAL PRACTICE,720 E ROMIE LN,SALINAS,CA,939014208,36.65891925202397,-121.64212961350576,10,0
78f07fd4-ba49-3ac6-9867-29e581e3ee0d,cc6760f7-06d8-3152-ab5e-755c7cdf601c,Pablo44 Terán294,M,GENERAL PRACTICE,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,34.934393535806414,-120.42278392789598,841,0
6126e0b1-835d-3926-a715-1bceceaf9c49,ae69a993-834d-3c73-95f5-4f0f5ea4486b,Izetta651 Farrell962,F,GENERAL PRACTICE,15525 POMERADO ROAD SUITE E2,POWAY,CA,92062,32.995008,-117.057196,97,0
f6144520-8773-3789-9e87-2bb50a4ac0aa,ce8c758a-8ee0-3e7e-9522-ff6e89dd836f,Natisha940 Marquardt819,F,GENERAL PRACTICE,1889 NATIONAL CITY BLVD.,NATIONAL CITY,CA,919505517,32.666751,-117.102762,7,0
d0f8ec6a-45b1-3ec1-93b2-23e8cc7cc595,a3dd5d7b-5773-3cc9-9463-b4452820d9ab,Asley870 Jaskolski867,F,GENERAL PRACTICE,11724 VENTURA BLVD STE A,STUDIO CITY,CA,916042621,34.14140806060606,-118.38822866666666,40,0
2aae76f5-4cb8-3cbe-87a1-5e6ad60d9ff6,ea9e4577-d8bd-3ee0-913b-1d987fa4d3db,Marilu588 Quintanilla544,F,GENERAL PRACTICE,2315 OTAY LAKES RD,CHULA VISTA,CA,919151162,32.648796,-116.964834,9,0
48905f7d-a25d-340f-b0af-0a9741973d87,bafd4d75-d8db-3181-a6c7-ef765fa2ea88,Carla633 Patiño436,F,GENERAL PRACTICE,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,921283423,32.991603,-117.074722,32,0
f0fde5d7-0ac9-301a-89a0-2de5778a15e5,299e2731-a4c8-3110-abf4-176a65b2fce1,Nilsa143 Moore224,F,GENERAL PRACTICE,47111 MONROE STREET,INDIO,CA,922016739,33.7061251,-116.23612764229054,82,0
0d983b5a-186c-3844-bff4-bbec56f6e731,f24140ba-567b-34f6-8c45-699ed0af7b00,Eduardo902 Reyna401,M,GENERAL PRACTICE,3748 E SHIELDS AVE,FRESNO,CA,937267028,36.77949644173156,-119.76272855847917,9,0
380d83f1-02dd-3365-8388-aaa187eba93b,3464bba2-d19a-32dc-91b0-a7a64faf883d,Irene779 Benavides239,F,GENERAL PRACTICE,751 S BASCOM AVE,SAN JOSE,CA,951282604,37.31312855,-121.935317957676,2,0
22716faa-ce9b-31e4-b3ec-275518ec8c22,4a7be363-3be5-30a0-9d28-df5b8ba13eb0,Kizzie166 Schinner682,F,GENERAL PRACTICE,3055 ALVARADO ST STE 108,SAN LEANDRO,CA,945775711,37.70595105,-122.1528419208034,141,0
235632ea-cd9a-3184-85f7-13aa8f43ff48,63841c00-7796-3795-bffc-00bba4b6c241,Concepción765 Zayas20,F,GENERAL PRACTICE,2519 E WHITMORE AVE,CERES,CA,953072634,37.59482563265306,-120.94935740816327,3,0
01aad72f-8007-35fc-8162-98db9270981c,550522fa-aade-311a-b064-5f800b624f8c,Vi771 Graham902,F,GENERAL PRACTICE,1908 COFFEE RD,MODESTO,CA,953552719,37.67117364285715,-120.97581157142857,4,0
d62de13b-5b45-36b6-9f04-3144089e6ad2,38cebdc0-a5a4-3d04-9f6c-66fb1500d44a,Timoteo39 Garza151,M,GENERAL PRACTICE,17803 IMPERIAL HWY,YORBA LINDA,CA,928862362,33.89514929410152,-117.82271563546936,3,0
076a7038-3dee-3194-b86e-8833d2a57dfb,44b1029b-a4d9-364e-aa71-4f84d3d28b1c,Twanda979 Grady603,F,GENERAL PRACTICE,117 PIRIE RD,OJAI,CA,930233166,34.443175,-119.2656178,18,0
fd64cbde-9c4a-3954-8061-3fd184c87fd0,604164c7-656f-3d06-ad92-5b8d41f3470c,Ariadna374 Ojeda263,F,GENERAL PRACTICE,1140 EXPOSITION BLVD STE 700,SACRAMENTO,CA,958154334,38.59585907142857,-121.43910197959184,6,0
1c45d7fe-a5fc-314d-aff1-e8b5308449e7,27711ef3-05ca-355f-949a-31674d826f7e,Isreal8 Beier427,M,GENERAL PRACTICE,5555 GROSSMONT CENTER DRIVE,LA MESA,CA,919423019,32.78093805,-117.00666249522895,7,0
06fb2b25-60c4-399a-a7b7-414a1c3168ed,8f862bf4-6c7d-3da1-84cc-aa15ee4e86c8,Quinton758 Jaskolski867,M,GENERAL PRACTICE,330 MONTROSE DRIVE,FOLSOM,CA,956302720,38.681583,-121.15817511838911,274,0
43c8d1b7-0c0d-336e-b0b7-e5d99a671b52,f211dbc7-e4ec-32e4-89ee-e2b5c7f891e4,Lola232 Roldán470,F,GENERAL PRACTICE,1501 CLAUS RD,MODESTO,CA,953559711,37.66520015379475,-120.92137329745395,54,0
eee45376-73aa-3504-8af0-a387e36b69ad,77773611-cdd9-3f91-9137-16c3c1f96798,Clara183 Villareal516,F,GENERAL PRACTICE,24318 HEMLOCK AVE,MORENO VALLEY,CA,925577225,33.942088557397,-117.2405072093621,5,0
5d6370fa-9b6a-3630-bc27-0087e0309be6,f3423ebc-9130-346a-b0ce-4d525ea9bb7b,Conchita9 Corrales691,F,GENERAL PRACTICE,9995 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92129,32.96074465006127,-117.11202541583458,70,0
271d6103-7505-3b7d-ada8-0d574de0b162,6f8eb99b-ee1e-3791-9778-ff3a392246a2,Esteban536 Metz686,M,GENERAL PRACTICE,22675 ALESSANDRO BLVD,MORENO VALLEY,CA,925538551,33.917001223552035,-117.26702073080725,19,0
9142e9db-3016-38b0-a9f5-e83924b1195e,edeab4c4-401c-3178-89c4-5b286c80be07,Glennis930 Bailey598,F,GENERAL PRACTICE,851 E 6TH ST STE B4,BEAUMONT,CA,922232712,33.9287054,-116.97069787500001,64,0
ea5074c1-9fa4-34b5-abc8-994f006092f6,ea2955a5-82f2-32cb-b7c7-5d3629979bb0,Luis Miguel102 Valdivia496,M,GENERAL PRACTICE,1700 HAMNER AVE  SUITE 104,NORCO,CA,928602957,33.9073499,-117.5622545,3,0
e601d31c-b553-3547-b5f2-8e8dc2a53bb9,2886c15b-c014-3055-89c3-700c60ff9cbc,Danny396 Boyer713,M,GENERAL PRACTICE,3311 PACIFIC AVENUE,LIVERMORE,CA,945507007,37.6757202,-121.75497403898679,25,0
5166c165-755e-3998-9ea0-94d5d71e53b4,357e84ea-e14e-30ef-b6ce-5c0e3323d836,Lorenzo669 Segura601,M,GENERAL PRACTICE,3351 EL CAMINO REAL,ATHERTON,CA,940273802,37.466178,-122.20701236922542,49,0
5eddf1a8-d3e3-3765-832e-a07b8c8e2fa3,e6b3c7cf-49d3-3f0e-9445-11a5614a0ad3,Chris95 Casper496,M,GENERAL PRACTICE,4650 LINCOLN BLVD,MARINA DEL REY,CA,902926638,33.98135232254192,-118.4401292012784,261,0
e9d990ab-9133-3fb0-be95-0137f565afce,efb247e5-04e4-3301-babc-8e8126b52d28,Phoebe31 Goldner995,F,GENERAL PRACTICE,2351 S TOWNE AVE,POMONA,CA,917666227,34.028436586028484,-117.74043967930142,2,0
fe64cd15-b33e-3041-93ad-741a7974a021,956037bc-2c7b-3ac1-b8b1-4c9ccbedd166,Valentine262 Leannon79,M,GENERAL PRACTICE,2240 NORTH HARBOR BLVD.,FULLERTON,CA,928352634,33.897785,-117.92892980785123,15,0
c0533dba-87e1-3fb0-8914-52821f8151c3,d6296e3f-ed1c-3545-acc8-9d0ddcff1719,Evette961 Lehner980,F,GENERAL PRACTICE,13742 AMAR RD,LA PUENTE,CA,917461683,34.05397005862314,-117.97732899440513,65,0
fc104a20-aef2-30e9-8e4f-efbb10218d1e,24907435-953a-3804-9cff-34bd9cdc520c,Olin642 Padberg411,M,GENERAL PRACTICE,350 S OAK AVE,OAKDALE,CA,953613519,37.75742625,-120.86147648614514,211,0
b96ef747-88aa-3576-8e1a-d11d52b0fc02,29d68bb8-3a3d-3960-9ea1-fbd2c685da7d,Nicolás801 Benavides239,M,GENERAL PRACTICE,1700 IOWA AVE STE 250,TEMECULA,CA,925903406,33.4946353,-117.1473661,1,0
9d569705-ef00-3f75-959f-4bebce7a1845,27cabd2c-a8ec-3860-9ca0-671577afe7b4,Derick144 King743,M,GENERAL PRACTICE,5555 GROSSMONT CENTER DR,LA MESA,CA,919423019,32.78093805,-117.00666249522895,741,0
a68bbd2f-b89f-3e8e-af2d-0c70354dcab3,8585d07b-2da1-3bb0-bc20-3eb19ad71506,Fred155 Littel644,M,GENERAL PRACTICE,1250 SMITH ST,KINGSBURG,CA,936312216,36.513012326289086,-119.5489651267704,28,0
0b00e3aa-5875-3ce4-a23d-aa28b3556cb7,e0b2515a-3b23-3eb6-a94d-c537de22308d,Rachele486 Nikolaus26,F,GENERAL PRACTICE,350 HAWTHORNE AVENUE,OAKLAND,CA,946093108,37.8205823,-122.2664037,73,0
7c59a9da-5936-3660-9d2c-1acf7b72ace5,accc48e0-9f06-3cbe-89d3-df83ee3cd925,Moon129 Howe413,F,GENERAL PRACTICE,1809 VERDUGO BLVD,GLENDALE,CA,912081402,34.20572112438017,-118.21518567231655,35,0
561440b4-186a-3464-bb00-f27b6ce58c8d,8b3c60eb-5961-3177-9920-a41eb4556e9b,Jackelyn13 Pacocha935,F,GENERAL PRACTICE,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,941104403,37.74699015,-122.4208571403392,6,0
aea30ab4-fd9f-3653-a0a3-b5b700f7ada8,10b350f1-a924-3d41-bc8c-961de8784b88,Arturo47 Carrasquillo418,M,GENERAL PRACTICE,7912 TOPLEY LN,SUNLAND,CA,910403336,34.255386,-118.30623759183673,1,0
22ef0ce9-7307-3934-9b29-484f7c144ff7,753e6fb7-44c8-3d87-93d2-88e350f7c65d,Jamel269 Flatley871,M,GENERAL PRACTICE,5190 ATLANTIC AVE,LONG BEACH,CA,908056510,33.85024593877551,-118.18481673469388,109,0
4994c869-8de0-3498-9782-351c18675357,e8518820-7c69-3120-aaa3-b168140a5013,Vida128 Kreiger457,F,GENERAL PRACTICE,14973 HESPERIA ROAD,VICTORVILLE,CA,923953923,34.523193502394854,-117.29635519170543,2,0
b65288fa-929e-36cc-8d1b-c77a95b84c21,4c64cceb-376d-3457-8dc5-2879ff77c20b,Isabela97 Manzanares924,F,GENERAL PRACTICE,3550 CHURN CREEK RD.,REDDING,CA,960022718,40.556207309154374,-122.35280168418231,1,0
170d2748-e2d6-3a7f-93ee-68682b93f532,50c26f5e-28f6-3ab3-af2a-c5117e68ba23,Beth967 McKenzie376,F,GENERAL PRACTICE,2224 MEDICAL CENTER DR,PERRIS,CA,925712638,33.8127434,-117.22237386582944,10,0
4b383c1e-2b49-38f8-950f-f8dbc234d58e,78d15b24-34d5-33dd-9555-4a524015c75d,Caridad510 Garza151,F,GENERAL PRACTICE,5090 SHOREHAM PL STE 209,SAN DIEGO,CA,921225935,32.85275799729223,-117.18557425197204,1,0
e539897c-e8a5-36c6-9ee2-43380ddae920,3a7a7060-0a74-365c-abec-ebde1211c553,Tyson541 Fritsch593,M,GENERAL PRACTICE,3055 WILSHIRE BLVD SUITE 890,LOS ANGELES,CA,900101137,34.0618946,-118.2880976,13,0
0269786d-7027-36d1-922b-c23c35b9bcf2,9452e608-a859-3471-8f6b-f6ce3d32688e,Shon148 Reinger292,M,GENERAL PRACTICE,1301 N ROSE DR,PLACENTIA,CA,928703802,33.88655895,-117.84324990647133,55,0
e2f2a594-b7a6-3f0d-8aea-1b77b612d086,3e13ac5d-4bbe-38c9-8733-3ed0ed925793,Cassidy160 Langosh790,F,GENERAL PRACTICE,1950 CALLE BARCELONA,CARLSBAD,CA,920098401,33.073921,-117.266093,16,0
07998ff3-137d-32c0-b464-6d60fef60fc1,0999f761-3582-394e-b35b-b28fc1fb2434,Maynard46 Buckridge80,M,GENERAL PRACTICE,31700 TEMECULA PKWY,TEMECULA,CA,925925896,33.4810738,-117.10616979081323,133,0
f2ac1417-0add-351f-8548-b14a978d25f0,485a01e6-9ba0-3fed-9f13-ca5942705d8b,Blanca837 Vanegas191,F,GENERAL PRACTICE,2701 S BRISTOL ST,SANTA ANA,CA,927046201,33.7109311,-117.884387,2,0
